id,translation_id,word_id,yoruba_text,english_text,is_jw_reference,confidence,source,score
1,,1,Wọ́nsì jù mí sí ẹ̀wọ̀nọdún mẹ́rin.,Iwas sentenced to four years in prison.,False,high,html,0
2,,1,Ṣé wọ́n máa ń sọ òtítọ́?,Do theyspeakthe truth?,False,high,html,0
3,,1,Kò ṣòro rá rá fún à wọn Kristian tí wọ́n ní ojúlówó ọkàn-ìfẹ́ nínú araawọn lá ti fi ìfẹ́ wọn hàn nígbà ki gbà nínú ọdún.,Christians who have a genuine interestinone another find no difficulty in spontaneously expressing their love at any time of the year.,False,high,html,0
4,,1,+ Yóò gbẹ débi pé kò ní nílò ọwọ́ tó lá gb ára tà bí ọ̀pọ̀ èèyàn kí wọ́n tó lè fà á tu tegbòtegbò.,+ It will become so dry that neither a strong arm nor many people will be needed to pull it up by the roots.,False,high,html,0
5,,1,"Àmọ́ ṣá o, iṣẹ́ tó gba kéèyàn máa gbé nǹkan ìjà lè múni jẹ̀bi ẹ̀jẹ̀ bí wọ́n bá ké sí olúwarẹ̀ lá ti wá lo ohun ìjà náà.","However, armed employment exposes one to the possibility of becoming bloodguiltyifcalled upon to use one's weapon.",False,high,html,0
6,,1,"(Má tíù 28:19, 20) Àwọn ọ̀rọ̀ wọ̀nyẹn bá a mu gan-an ni, níwọ̀nbó ti jẹ́ pé orílẹ̀-èdè ogun ni a rán à wọn akẹ́kọ̀ọ́yege wọ̀nyí lọ lá ti lọ máa sìn!","(Matthew 28:19, 20) How appropriate that was, sincethe graduates are being sent to serve in 20 different countries!",False,high,html,0
7,,1,"Ṣùgbọ́nní òwúrọ̀ ọjọ́ kejì, ó padà ké sí wa, ó sì wí pé: “Mo ti rí ilẹ̀ tí ẹ ń fẹ́.”",But the next morning he called back and said: “I've found your property.”,False,high,html,0
8,,1,"Ní November 16, 2018, ìjì tí wọ́n pè ní Gaja ṣọṣẹ́ gan-an ní ìpínlẹ̀ Tamil Nadu lórílẹ̀-èdè Íń díà.","On November 16, 2018, Cyclone Gaja devastated the southern Indian state of Tamil Nadu.",False,high,html,0
9,,1,"Jọ̀wọ́, jẹ́ kí a ṣubú sí ọwọ́ Jèhófà,+ níto rí à á nú rẹ̀ pọ̀;+ ṣùgbọ́nmá ṣe jẹ́ kí nṣubú sí ọwọ́ èèyàn.”","Let us fall, please, into the hand of Jehovah,+ for his mercy is great;+ but donotlet mefall intothe hand of man.”",True,high,html,0
10,,1,(7) Wọ́nń fi bí a ṣe lè ká pá à wọn ìṣòro òde òní hàn.,(7)Theyshow how to cope with today's problems.,False,high,html,0
11,,1,"Níbẹ̀, wọ́ná kọ́ lá ti máa lo Bíbélì à tà wọn ìwé tó dá lórí Bíbélì, wọ́ná sì máa fi ojú tó tọ́ wò wọ́n.","There, theylearn to use and respect the Bibleand Bible-based literature.",True,high,html,0
12,,1,"Ṣùgbọ́ngẹ́gẹ́ bẹ́ẹ̀ ṣe mọ̀, Pọ́ọ̀lù ò juwọ́ sílẹ̀ fá wọn ìwà wọ̀nyẹn bí ẹni pé ó ti ju ohun tó lè ṣèká wọ́ lọ.","Asyou are aware, though, Paul did not resign himself to this, as if his actions were completely beyond his control.",False,high,html,0
13,,1,"(1 Sá múẹ́lì 25:41; 2 Àwọn Ọba 3:11) Ẹ̀yin òbí, ǹjẹ́ ẹ máa ń gba à wọn ọmọ yín kékeré à tà wọn tó wà lọ́dọ̀ọ́ níyà njú pé kí wọ́n máa fayọ̀ ṣe iṣẹ́ èyí kéyìí tá a bá fún wọn ṣe, ì báà jẹ́ ní Gbọ̀ngàn Ìjọba tà bí ní gbọ̀ngàn à péjọ?","(1 Samuel 25:41; 2 Kings 3:11) Parents, do you encourage your children and teenagers to work cheerfully at any assignment that they are given to do, whether at the Kingdom Hall, at an assembly, or at a convention site?",True,high,html,0
14,,1,"(Efesu 6: 1-3) Ó retí pé kí à wọn òbí fún à wọn ọmọ wọn ní ìtọ́ni, kí wọ́n sì tọ́ wọn sọ́nà.",(Ephesians 6:1-3) He expects parents to instructandcorrect their children.,False,high,html,0
15,,1,"Bí wọ́n bá ń pinnu ohun tí wọ́n máa ṣe, wọn kò gbọ́dọ̀ gbà gbé lá ti ronú lórí ohun tí Jèhófà máa fẹ́ kí wọ́n ṣe.","Inmakingtheir decision, they must not fail to consider how Jehovah feels about what they are doing.",True,high,html,0
16,,1,"Bí à pẹẹrẹ, lẹ́yìn tí ìyà wó ará kùnrin kan kú tó sì tún lá wọn ìṣòro míì tó ń pinni lẹ́mìí, ó sọ pé: “Mo wá mọ̀ pé a ò lè yan à wọn à dá nwò tó máa dé bá wa, bẹ́ẹ̀ náà la ò lè yan à kókò tá a fẹ́ ká wọn à dá nwò náà dé tà bí bá a ṣe fẹ́ kí wọ́n jìnnà síra tó.","After one brother lost his wife in death and he faced other painful circumstances, he said: “Ilearned that we cannot choose our tests, neither their time nor their frequency.",False,high,html,0
17,,1,"Lá ìj áfara, wọ́ná pèsè oúnjẹ, omi, ibi tó ṣeé gbé à ti ìtọ́jú tó yẹ. Wọ́ná tù wọ́n nínú, wọ́ná sì tún bójú tó à ìní tẹ̀mí wọ́n","Food, water, shelter, medical care, andemotionaland spiritual supportareprovided as soon as possible",False,high,html,0
18,,1,"24 Lẹ́yìn náà, à wọn kan lá ra à wọn tó wà pẹ̀lú wa lọ sí ibojì* náà,+ wọ́n sì bá ibẹ̀ bí à wọn obìnrin náà ṣe sọ gẹ́lẹ́, à mọ́ wọn ò rí i.”","24 Then some of those who were with us went off to the tomb,*+andthey found it just as the women had said, but they did not see him.”",False,high,html,0
19,,1,Ìwé kan tó ń jẹ́ A Parent's Guide to the Teen Years sọ pé: “Èyí lè mú kí wọ́n wà nínú ewu to rí pé ojú à wọn ọkùnrin oníṣekúṣe lè bẹ̀rẹ̀ sí í wà lá ra wọn.”,"“They're also at risk of attracting the attention of older boys who are more apt tobesexually experienced,” says the book A Parent's Guide to the Teen Years.",False,high,html,0
20,,1,Àsọtẹ́lẹ̀ nípa ìparun Jerúsá lẹ́mù jẹ́ ká rí i kedere pé Jèhófà jẹ́ Ọlọ́run tó máa ń 'jẹ́ kí à wọn èèyàn rẹ̀ mọ̀ nípa à wọn ohun tuntun kí wọ́n tó ṣẹlẹ̀.'—Aísá yà 42:9.,The prophecy regarding the destruction of Jerusalem clearly portrays Jehovah as a God who 'causes his people to know new thingsbeforethey begin to spring up.' —Isaiah 42:9.,True,high,html,0
21,,1,"Nígbà tá a bá lo ara wa fún à wọn ẹlòmíràn, kì í ṣe pé a ń ràn wọ́n lọ́wọ́ nìkan ni, à mọ́ à wa fúnra wá tún ń rí ayọ̀ à ti ìtẹ́lọ́rùn tó ń sọ ìṣòro wa di èyí tó ṣeé fara dà.—Ìṣe 20:35.","When we give of ourselves to others, not only do wehelpthem but we also enjoy a measure of happiness and satisfaction that make our own burdens more bearable. —Acts 20:35.",False,high,html,0
22,,1,"Nígbà ayé Jésù à ti à wọn ọmọ ẹ̀yìn rẹ̀, ó tún mú ìtura bá à wọn Júù tí ìròbìnújẹ́ bá níto rí ìwà ibi tó wà ní Ísírẹ́lì, tó sì jẹ́ pé wọ́nń rá re nínú ìgbèkùn à ṣà à tọwọ́dọ́wọ́ ti ẹ̀sìn à wọn Júù ní ọ̀rúndún kìíní.","In the days of Jesus and his disciples, it brought relief to Jews who were brokenhearted because of the wickedness in Israel and werelanguishingin captivity to the false religious traditions of first-century Judaism.",False,high,html,0
23,,1,Ohun tó bọ́gbọ́nmu ni pé kó o ṣe à ṣà rò lórí bí à ṣìṣe kan ṣe lè yọrí sí à ṣìṣe mìíràn kó tó wá yọrí sí dídá ẹ̀ṣẹ̀ tó burú jáì.,It would bewiseto meditate on how one false step could lead to another and then to serious wrongdoing.,False,high,html,0
24,,1,4:15) Ará kùnrin Victor tó ti tọ́ à wọn ọmọ mẹ́ta dà gbà sọ pé: “Kò rọrùn lá ti tọ́ wọn nígbà tí wọ́n bẹ̀rẹ̀ sí í bà lágà.,"4:15) Victor, who raised two sons and a daughter, says: “The teenage years were not easy.",False,high,html,0
